UseLife,UseSD,InitRm,Year,OccRm
 25,  0.0,   28, 1196,74
 25,  0.0,   28, 1197,78
 25,  0.0,   28, 1198,83
 25,  0.0,   28, 1199,88
 25,  0.0,   28, 1200,93
 25,  0.0,   28, 1201,99
 25,  0.0,   28, 1202,105
 25,  0.0,   28, 1203,111
 25,  0.0,   28, 1204,117
 25,  0.0,   28, 1205,124
 25,  0.0,   28, 1206,132
 25,  0.0,   28, 1207,140
 25,  0.0,   28, 1208,148
 25,  0.0,   28, 1209,157
 25,  0.0,   28, 1210,166
 25,  0.0,   28, 1211,176
 25,  0.0,   28, 1212,186
 25,  0.0,   28, 1213,197
 25,  0.0,   28, 1214,209
 25,  0.0,   28, 1215,222
 25,  0.0,   28, 1216,235
 25,  0.0,   28, 1217,249
 25,  0.0,   28, 1218,264
 25,  0.0,   28, 1219,279
 25,  0.0,   28, 1220,296
 25,  0.0,   28, 1221,313
 25,  0.0,   28, 1222,332
 25,  0.0,   28, 1223,352
 25,  0.0,   28, 1224,373
 25,  0.0,   28, 1225,395
 25,  0.0,   28, 1226,385
 25,  0.0,   28, 1227,375
 25,  0.0,   28, 1228,365
 25,  0.0,   28, 1229,356
 25,  0.0,   28, 1230,347
 25,  0.0,   28, 1231,338
 25,  0.0,   28, 1232,330
 25,  0.0,   28, 1233,321
 25,  0.0,   28, 1234,313
 25,  0.0,   28, 1235,305
 25,  0.0,   28, 1236,297
 25,  0.0,   28, 1237,290
 25,  0.0,   28, 1238,282
 25,  0.0,   28, 1239,275
 25,  0.0,   28, 1240,268
 25,  0.0,   28, 1241,261
 25,  0.0,   28, 1242,255
 25,  0.0,   28, 1243,248
 25,  0.0,   28, 1244,242
 25,  0.0,   28, 1245,236
 25,  0.0,   28, 1246,230
 25,  0.0,   28, 1247,224
 25,  0.0,   28, 1248,218
 25,  0.0,   28, 1249,213
 25,  0.0,   28, 1250,207
 25,  0.0,   28, 1251,202
 25,  0.0,   28, 1252,197
 25,  0.0,   28, 1253,192
 25,  0.0,   28, 1254,187
 25,  0.0,   28, 1255,182
 25,  0.0,   28, 1256,177
 25,  0.0,   28, 1257,173
 25,  0.0,   28, 1258,168
 25,  0.0,   28, 1259,164
 25,  0.0,   28, 1260,160
 25,  0.0,   28, 1261,156
 25,  0.0,   28, 1262,152
 25,  0.0,   28, 1263,148
 25,  0.0,   28, 1264,144
 25,  0.0,   28, 1265,141
 25,  0.0,   28, 1266,137
 25,  0.0,   28, 1267,134
 25,  0.0,   28, 1268,130
 25,  0.0,   28, 1269,127
 25,  0.0,   28, 1270,124
 25,  0.0,   28, 1271,120
 25,  0.0,   28, 1272,117
 25,  0.0,   28, 1273,114
 25,  0.0,   28, 1274,111
 25,  0.0,   28, 1275,109
 25,  0.0,   29, 1000,0
 25,  0.0,   29, 1001,29
 25,  0.0,   29, 1002,29
 25,  0.0,   29, 1003,29
 25,  0.0,   29, 1004,30
 25,  0.0,   29, 1005,30
 25,  0.0,   29, 1006,30
 25,  0.0,   29, 1007,30
 25,  0.0,   29, 1008,30
